City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,sianow,54.2265,16.2913,5.69,75,73,0.26,PL,1731433018
286,goondiwindi,-28.55,150.3167,21.94,81,28,2.96,AU,1731433019
287,tshabong,-26.05,22.45,28.21,9,0,3.44,BW,1731433021
288,lubang,13.8584,120.124,28.21,75,32,1.14,PH,1731433023
289,celestun,20.8667,-90.4,27.21,75,52,3.62,MX,1731433024
290,onega,63.9061,38.1404,-0.37,93,87,2.06,RU,1731433026
291,steinkjer,64.193,11.3851,8.05,91,100,5.48,NO,1731433027
292,phek,25.6667,94.5,12.25,98,99,0.69,IN,1731433028
293,bashmakovo,53.2133,43.0342,-0.91,83,55,2.66,RU,1731433029
294,hasaki,35.7333,140.8333,18.71,84,24,5.17,JP,1731432938
295,acapulco de juarez,16.8634,-99.8901,29.9,74,0,4.12,MX,1731433031
296,juan griego,11.0817,-63.9655,29.19,68,100,4.7,VE,1731433032
297,kongsberg,59.6652,9.6465,3.87,73,100,0.96,NO,1731433033
298,sao joao da barra,-21.6403,-41.0511,33.05,79,2,5.36,BR,1731433034
299,nuku'alofa,-21.1333,-175.2,22.19,94,100,6.17,TO,1731433035
300,pauini,-7.7136,-66.9764,25.76,87,93,3.45,BR,1731433037
301,mitrofanovka,49.9708,39.6939,1.05,70,25,1.88,RU,1731433038
302,san ignacio de velasco,-16.3667,-60.95,28.49,47,98,4.32,BO,1731433039
303,katabu,-4.9333,122.5167,23.32,96,26,0.47,ID,1731433040
304,new norfolk,-42.7826,147.0587,13.73,76,61,1.15,AU,1731433041
305,belokurikha,51.9959,84.9896,-10.65,86,22,2.35,RU,1731433042
306,sola,-13.8833,167.55,26.65,81,68,7.95,VU,1731433043
307,swakopmund,-22.6833,14.5333,16.1,81,54,4.02,NA,1731433044
308,luancheng,37.8792,114.6517,12.35,89,100,1.73,CN,1731433045
309,aasiaat,68.7098,-52.8699,-7.33,87,96,5.84,GL,1731433046
310,kingston,17.997,-76.7936,31.76,74,20,3.6,JM,1731432911
311,narayanpet,16.7333,77.5,23.36,68,49,3.77,IN,1731433049
312,timbuktu,16.7735,-3.0074,29.45,12,83,3.28,ML,1731433050
313,lerwick,60.1545,-1.1494,11.06,90,97,10.57,GB,1731433051
314,princeville,45.7668,-61.2985,9.17,100,100,3.6,CA,1731433052
315,paulinia,-22.7611,-47.1542,33.52,36,3,3.57,BR,1731433053
316,homer,59.6425,-151.5483,-0.07,72,0,1.54,US,1731432919
317,touros,-5.1989,-35.4608,28.97,56,44,5.9,BR,1731433055
318,nova sintra,14.8667,-24.7167,26.37,70,12,10.89,CV,1731432882
319,manglaur,29.8,77.8667,20.02,47,0,1.77,IN,1731433057
320,mbandaka,0.0487,18.2603,25.88,72,94,1.68,CD,1731433059
321,lucas,41.6501,-83.6666,9.08,63,75,5.14,US,1731433060
322,gamba,-2.65,10.0,25.79,91,99,3.73,GA,1731433061
323,tamanrasset,22.785,5.5228,21.95,20,0,2.06,DZ,1731433062
324,gisborne,-38.6533,178.0042,11.11,85,10,1.59,NZ,1731433063
325,murgab,37.4966,61.9714,9.93,87,75,5.14,TM,1731433064
326,burgersdorp,-30.9977,26.3286,21.32,32,44,5.32,ZA,1731433065
327,sao miguel do araguaia,-13.275,-50.1628,28.35,70,81,3.23,BR,1731433066
328,gejiu,23.306,103.1635,12.42,96,33,0.78,CN,1731433067
329,zheleznodorozhnyy,55.7503,38.0042,0.75,80,67,2.66,RU,1731433069
330,mount pearl,47.5166,-52.7813,12.19,96,100,6.17,CA,1731433070
331,six-fours-les-plages,43.0938,5.84,14.73,72,96,3.13,FR,1731433071
332,coyhaique,-45.5752,-72.0662,8.23,100,100,2.64,CL,1731432960
333,rawson,-43.3002,-65.1023,22.16,30,0,7.2,AR,1731433073
334,orange cove,36.6244,-119.3137,11.8,93,20,1.54,US,1731433014
335,kalifornsky,60.4183,-151.29,-12.83,85,0,2.57,US,1731433075
336,magadan,59.5667,150.8,-16.58,73,80,4.06,RU,1731433076
337,belmonte,-15.8631,-38.8828,27.19,72,28,5.91,BR,1731433078
338,sanming,26.2486,117.6186,18.66,95,14,1.49,CN,1731433079
339,le port,-20.9373,55.2919,23.98,99,76,1.93,RE,1731433080
340,port moresby,-9.4431,147.1797,24.68,94,20,1.54,PG,1731433081
341,tanout,14.9709,8.8879,27.72,17,0,3.92,NE,1731433082
342,oodweyne,9.4092,45.064,22.51,61,37,6.07,SO,1731433083
343,kanniyakumari,8.0833,77.5667,27.07,79,43,4.75,IN,1731433084
344,thunder bay,48.4001,-89.3168,3.99,75,40,0.51,CA,1731433042
345,mulchen,-37.7167,-72.2333,22.19,29,69,5.21,CL,1731433086
346,ankazoabo,-22.2833,44.5167,28.34,31,98,4.86,MG,1731433088
347,gizo,-8.103,156.8419,27.63,79,54,2.7,SB,1731433089
348,dolores,-36.3132,-57.6792,22.55,29,37,3.72,AR,1731433090
349,antofagasta,-23.65,-70.4,19.6,70,10,3.61,CL,1731432460
350,brazzaville,-4.2658,15.2832,26.35,76,42,1.35,CG,1731433092
351,cidreira,-30.1811,-50.2056,20.02,46,41,6.9,BR,1731432891
352,agadez,19.75,10.25,23.3,21,0,2.93,NE,1731433094
353,mezhdurechenskiy,59.6,65.9333,-10.21,98,99,1.31,RU,1731433095
354,kapuskasing,49.4169,-82.4331,-1.95,86,100,1.54,CA,1731433096
355,jaisalmer,26.9147,70.9181,27.29,28,0,2.88,IN,1731433097
356,balnearia,-31.0088,-62.6673,27.41,17,48,3.39,AR,1731433099
357,alto barinas,8.5931,-70.2261,32.3,53,76,3.12,VE,1731433100
358,borogontsy,62.6683,131.1683,-25.55,100,96,2.19,RU,1731433101
359,minas de marcona,-15.2119,-75.1103,20.12,53,71,6.17,PE,1731433102
360,ar ruways,24.1103,52.7306,25.13,69,0,2.11,AE,1731433103
361,san sebastian de la gomera,28.0916,-17.1133,23.2,73,20,3.6,ES,1731433104
362,quixeramobim,-5.1992,-39.2928,36.06,27,71,3.16,BR,1731433105
363,grand falls-windsor,48.9332,-55.6649,10.84,82,100,1.17,CA,1731433106
364,san luis de la loma,17.2706,-100.8939,29.68,70,87,2.46,MX,1731433107
365,qusar,41.4273,48.4289,3.79,97,100,1.76,AZ,1731433109
366,yeppoon,-23.1333,150.7333,21.58,88,79,2.93,AU,1731433018
367,freetown,8.484,-13.2299,26.84,83,75,2.57,SL,1731433111
368,punaauia,-17.6333,-149.6,25.8,78,75,2.57,PF,1731433113
369,sidrolandia,-20.9319,-54.9614,33.15,34,5,6.01,BR,1731433114
370,koulikoro,14.0,-7.75,27.32,22,100,0.44,ML,1731433115
371,mayahi,13.9553,7.6712,29.02,19,3,3.6,NE,1731433116
372,pirapora,-17.345,-44.9419,34.52,31,7,0.94,BR,1731433117
373,ed damer,17.5928,33.9592,31.72,26,0,4.01,SD,1731433119
374,malango,-2.9627,119.9001,18.97,98,99,0.98,ID,1731433120
375,polyarnyy,69.1989,33.4478,1.56,86,100,3.17,RU,1731433121
376,patong,7.8961,98.2966,30.57,87,99,2.37,TH,1731433122
377,cangucu,-31.395,-52.6756,17.93,46,5,3.99,BR,1731433124
378,uryupinsk,50.8047,42.0138,2.01,77,21,0.67,RU,1731433125
379,nabire,-3.3667,135.4833,23.53,94,100,1.53,ID,1731433126
380,kangding,30.0513,101.9603,8.31,79,90,1.08,CN,1731433127
381,pacific grove,36.6177,-121.9166,14.12,91,0,1.79,US,1731433129
382,oranjestad,12.524,-70.027,28.97,74,40,3.6,AW,1731432955
383,warud,21.4667,78.2667,20.19,47,4,1.8,IN,1731433089
384,labrador city,52.9463,-66.9114,-4.9,66,75,28.16,CA,1731432852
385,bandar-e genaveh,29.5791,50.517,26.29,60,10,4.32,IR,1731433133
386,sitka,57.0531,-135.33,5.94,81,100,2.57,US,1731433134
387,brownsville,25.9018,-97.4975,29.41,57,0,4.63,US,1731433135
388,letpandan,17.7833,95.75,23.14,89,3,3.04,MM,1731433137
389,fale old settlement,-9.3852,-171.2468,28.13,68,2,6.77,TK,1731433095
390,kismayo,-0.3582,42.5454,27.16,81,65,4.11,SO,1731433140
391,la sarre,48.8002,-79.1996,-0.24,64,68,2.97,CA,1731433141
392,hengchun,22.0042,120.7439,25.83,81,100,11.12,TW,1731433142
393,jining,35.405,116.5814,16.73,79,100,3.72,CN,1731433143
394,corner brook,48.9667,-57.9484,8.59,89,98,0.9,CA,1731433145
395,mirabad,30.4362,61.8383,20.38,27,52,1.87,AF,1731433146
396,ariquemes,-9.9133,-63.0408,25.29,89,100,1.09,BR,1731432602
397,tura,25.5198,90.2201,18.54,86,0,1.73,IN,1731433149
398,quellon,-43.1167,-73.6167,13.02,78,100,3.96,CL,1731433150
399,umm kaddadah,13.6017,26.6876,26.94,14,1,5.96,SD,1731433151
400,ust'-kut,56.7938,105.7672,-6.69,91,100,3.35,RU,1731433152
401,borujen,31.9652,51.2873,10.06,50,77,2.67,IR,1731433153
402,foumban,5.7291,10.9001,22.97,54,49,1.71,CM,1731433154
403,leava,-14.3,-178.1667,27.38,80,80,3.55,WF,1731433155
404,coquimbo,-29.9533,-71.3436,16.85,67,40,7.72,CL,1731433085
405,metahara,8.9,39.9167,24.17,30,13,1.25,ET,1731433157
406,ulsteinvik,62.3432,5.8487,12.4,77,100,1.79,NO,1731433158
407,karatas,36.582,35.3701,20.36,51,13,1.77,TR,1731433159
408,portland,45.5234,-122.6762,11.67,89,75,5.66,US,1731433029
409,inarajan village,13.2736,144.7484,26.89,90,100,8.61,GU,1731433162
410,beira,-19.8436,34.8389,27.05,83,40,5.53,MZ,1731433163
411,villa ocampo,-28.4875,-59.3551,27.4,16,0,4.18,AR,1731433164
412,maputo,-25.9653,32.5892,20.82,94,75,3.6,MZ,1731432927
413,banda aceh,5.5577,95.3222,26.7,81,91,1.9,ID,1731433166
414,baturaja,-4.1333,104.1667,23.86,99,100,1.34,ID,1731433167
415,neiafu,-18.65,-173.9833,25.41,88,100,7.98,TO,1731433168
416,tabou,4.423,-7.3528,26.88,75,54,2.48,CI,1731433170
417,konstantinovsk,47.5828,41.0922,2.44,70,38,2.92,RU,1731433171
418,sinjai,-5.1241,120.253,24.35,90,100,1.43,ID,1731433172
419,sadjoavato,-12.6334,49.349,23.26,82,81,4.19,MG,1731433173
420,backa palanka,45.2508,19.3919,6.79,60,100,2.2,RS,1731433174
421,kimbe,-5.5502,150.1429,24.17,93,14,1.16,PG,1731433175
422,dongola,19.1667,30.4833,24.87,18,1,5.68,SD,1731433176
423,garbahaarrey,3.3289,42.2209,28.41,61,97,4.52,SO,1731433177
424,laojunmiao,39.8333,97.7333,2.85,59,99,1.21,CN,1731433178
425,kalmunai,7.4167,81.8167,26.8,82,92,3.37,LK,1731433180
426,wuyishan,28.0047,117.8114,17.89,92,6,1.65,CN,1731433182
427,oroqen zizhiqi,50.5667,123.7167,-11.81,95,91,0.34,CN,1731433183
428,morehead city,34.7229,-76.726,21.13,54,0,7.2,US,1731433004
429,marka,1.7159,44.7717,26.93,82,92,3.95,SO,1731433185
430,williams lake,52.1415,-122.1445,4.47,88,40,3.09,CA,1731433186
431,sinop,41.7711,34.8709,8.66,92,72,1.28,TR,1731433187
432,igarka,67.4667,86.5833,-23.61,98,99,3.37,RU,1731433188
433,keila,59.3036,24.4131,4.01,87,100,2.06,EE,1731433190
434,forster,-32.1667,152.5167,17.99,100,100,1.1,AU,1731433191
435,vero beach,27.6386,-80.3973,29.46,77,75,5.14,US,1731433192
436,jiexiu,37.0244,111.9125,11.31,92,100,0.96,CN,1731433193
437,lamu,-2.2717,40.902,26.56,83,44,3.09,KE,1731433194
438,geraldton,-28.7667,114.6,15.23,88,34,4.12,AU,1731433195
439,ketchikan,55.3422,-131.6461,6.26,87,100,1.54,US,1731432926
440,at turrah,32.6414,35.9919,17.97,70,1,2.38,JO,1731433197
441,broome,42.2506,-75.833,5.85,71,100,7.2,US,1731433198
442,sao gabriel da cachoeira,-0.1303,-67.0892,28.89,74,20,2.06,BR,1731433199
443,sibolga,1.7427,98.7792,25.3,86,100,1.18,ID,1731433202
444,olyokminsk,60.3736,120.4264,-18.23,98,77,0.77,RU,1731433203
445,kyshtovka,56.555,76.6271,-11.41,95,100,3.68,RU,1731433204
446,lefkada,38.8275,20.7019,15.95,67,75,7.2,GR,1731433205
447,ofunato,39.0717,141.7167,9.59,87,59,2.47,JP,1731433206
448,richfield,44.8833,-93.283,6.43,69,0,6.69,US,1731433049
449,palikir - national government center,6.9248,158.1611,23.41,94,75,1.54,FM,1731433208
450,hobyo,5.3505,48.5268,27.01,78,16,5.63,SO,1731433209
451,los llanos de aridane,28.6585,-17.9182,20.07,86,40,5.66,ES,1731433211
452,lieksa,63.3167,30.0167,2.61,92,100,2.16,FI,1731433212
453,sambava,-14.2667,50.1667,24.55,86,18,4.75,MG,1731433213
454,mount pleasant,32.7941,-79.8626,25.03,58,0,3.6,US,1731433214
455,khromtau,50.2503,58.4347,-9.15,93,41,4.6,KZ,1731433215
456,tocopilla,-22.092,-70.1979,20.4,69,13,3.54,CL,1731433216
457,baringo,0.4667,35.9667,24.33,52,88,3.05,KE,1731433217
458,makungu,-8.7333,35.2833,21.27,56,0,2.14,TZ,1731433218
459,itaituba,-4.2761,-55.9836,39.57,26,100,2.19,BR,1731433219
460,skvyra,49.7318,29.6657,1.44,72,35,2.82,UA,1731433220
461,zuera,41.8677,-0.7898,11.71,56,3,8.75,ES,1731433222
462,arraial do cabo,-22.9661,-42.0278,33.98,51,0,6.69,BR,1731433223
463,jatoba,-9.1831,-38.2689,33.19,37,84,1.18,BR,1731433224
464,playa del ingles,27.7567,-15.5787,23.86,65,17,0.89,ES,1731433225
465,novogornyy,55.63,60.7919,-3.5,78,100,6.4,RU,1731433226
466,kuta,-8.7233,115.1723,28.97,89,20,3.6,ID,1731433227
467,okhotsk,59.3833,143.3,-15.5,71,14,8.13,RU,1731433228
468,an nuhud,12.7,28.4333,27.32,27,0,5.98,SD,1731433229
469,kushnarenkovo,55.105,55.3508,-1.11,94,100,6.9,RU,1731433230
470,ciudad lazaro cardenas,17.9583,-102.2,29.64,63,98,2.24,MX,1731433231
471,tindouf,27.6711,-8.1474,27.25,21,20,6.17,DZ,1731433233
472,vetluga,57.8557,45.781,-0.63,79,96,2.96,RU,1731433234
473,ishigaki,24.3448,124.1572,26.07,83,75,8.23,JP,1731433235
474,karpinsk,59.7654,60.0085,-7.58,96,79,1.39,RU,1731433236
475,barah,13.7,30.3667,28.13,31,0,4.97,SD,1731433237
476,sao joao dos patos,-6.495,-43.7022,31.44,47,86,1.06,BR,1731433238
477,arawa,-6.2132,155.5367,24.79,90,75,0.85,PG,1731433239
478,sanford,28.8006,-81.2731,30.19,69,40,1.54,US,1731433221
479,pyin oo lwin,22.0333,96.4667,16.65,94,2,0.53,MM,1731433242
480,dickinson,29.4608,-95.0513,25.59,63,0,2.57,US,1731433243
481,tanabe,33.7333,135.3667,14.26,85,0,3.85,JP,1731433244
482,impfondo,1.6381,18.0667,26.49,71,98,1.53,CG,1731433245
483,prince rupert,54.3161,-130.3201,7.83,92,75,9.77,CA,1731433246
484,punta del este,-34.9667,-54.95,20.06,67,40,4.12,UY,1731433247
485,carutapera,-1.195,-46.02,29.57,62,85,4.74,BR,1731433248
486,khorinsk,52.1657,109.7726,-11.4,94,59,1.56,RU,1731433249
487,bandarbeyla,9.4942,50.8122,26.05,80,12,8.18,SO,1731433251
488,fisterra,42.9049,-9.2629,14.32,70,45,12.02,ES,1731433062
489,sattahip,12.6664,100.9007,26.05,89,20,2.06,TH,1731433038
490,shevchenko,48.5,35.0,3.5,62,26,2.65,UA,1731433254
491,sao felix do xingu,-6.6447,-51.995,34.09,40,84,0.73,BR,1731433255
492,sisimiut,66.9395,-53.6735,-4.64,75,75,8.84,GL,1731433256
493,chamzinka,54.4019,45.7839,-1.7,86,45,3.95,RU,1731433257
494,lubango,-14.9172,13.4925,17.78,69,94,1.78,AO,1731433258
495,erie,42.7667,-78.6664,6.65,65,51,2.68,US,1731432687
496,burang,30.25,81.1667,-1.61,84,53,1.61,CN,1731433262
497,mahina,-17.5065,-149.489,25.87,78,75,2.57,PF,1731433263
498,pauls valley,34.7401,-97.2223,20.79,59,71,6.28,US,1731433264
499,emerald,-23.5333,148.1667,22.41,80,96,3.52,AU,1731433029
500,broadstairs,51.3591,1.4394,10.88,75,44,1.79,GB,1731433266
501,winnemucca,40.973,-117.7357,3.03,81,20,3.6,US,1731433267
502,hecun,36.5333,114.1111,12.75,89,100,1.64,CN,1731433268
503,giyani,-23.3025,30.7187,20.13,90,100,0.77,ZA,1731433269
504,porto novo,6.4965,2.6036,28.9,75,97,3.38,BJ,1731433270
505,dedenevo,56.25,37.5167,-0.31,93,75,2.95,RU,1731433272
506,krasnokamensk,50.0979,118.0369,-3.05,55,91,1.1,RU,1731433273
507,goz beida,13.95,20.55,29.36,17,5,4.57,TD,1731433274
508,yishui,35.7847,118.6281,13.12,92,90,1.45,CN,1731433275
509,dudinka,69.4058,86.1778,-25.79,94,87,5.93,RU,1731433276
510,xilin hot,43.9667,116.0333,3.01,56,7,3.74,CN,1731433277
511,maintirano,-18.0667,44.0167,27.21,79,85,3.91,MG,1731433278
512,port-vila,-17.7338,168.3219,19.78,100,20,0.51,VU,1731433279
513,puerto aysen,-45.4,-72.7,10.87,100,100,2.79,CL,1731433280
514,tomohon,1.3346,124.8392,19.52,95,96,0.46,ID,1731433281
515,kodinsk,58.6881,99.1844,-10.94,81,97,3.71,RU,1731433283
516,krasnoarmeysk,51.0239,45.6969,-0.48,77,20,2.28,RU,1731433284
517,glencoe,-28.1783,30.147,14.9,91,78,1.89,ZA,1731433285
518,mayma,52.0197,85.9114,-8.05,71,19,4.16,RU,1731433286
519,freeport,40.6576,-73.5832,13.1,44,0,9.26,US,1731433233
520,vic-en-bigorre,43.3833,0.05,7.98,88,96,0.64,FR,1731433289
521,paidha,2.4167,30.9855,17.5,81,98,1.26,UG,1731433290
522,aldinga beach,-35.2793,138.4604,15.93,74,80,4.9,AU,1731433292
523,sungai penuh,-2.0833,101.3833,18.97,95,100,1.08,ID,1731433293
524,kitimat,54.0524,-128.6534,4.82,29,100,1.34,CA,1731433295
525,yorkton,51.2167,-102.4677,2.91,81,100,6.69,CA,1731433296
526,surgut,61.25,73.4167,-21.9,84,0,1.0,RU,1731433297
527,paimio,60.4567,22.6869,5.21,95,100,0.45,FI,1731433298
528,argo,37.6333,22.7333,13.22,89,100,1.46,GR,1731433299
529,tidjikja,18.5564,-11.4271,28.65,11,0,3.47,MR,1731433132
530,laayoune,27.1622,-13.2032,23.19,56,40,5.14,EH,1731433302
531,chu,43.5983,73.7614,3.37,89,100,3.05,KZ,1731433303
532,yei,4.095,30.6779,21.29,84,54,1.54,SS,1731433304
533,boende,-0.2167,20.8667,23.74,86,96,2.05,CD,1731433305
534,tbeng meanchey,13.8167,104.9667,23.72,95,98,0.46,KH,1731433306
535,antalaha,-14.9003,50.2788,24.76,83,8,5.6,MG,1731433307
536,divrigi,39.371,38.1137,8.77,59,0,1.37,TR,1731433308
537,dabeiba,7.0017,-76.2672,25.27,73,88,1.34,CO,1731433309
538,midvagur,62.0511,-7.1939,11.46,100,100,4.12,FO,1731433310
539,shakawe,-18.3667,21.85,26.44,48,89,1.63,BW,1731433311
540,napili-honokowai,20.9708,-156.6705,25.1,86,10,7.19,US,1731433312
541,lyepyel',54.8814,28.6932,1.74,73,75,1.48,BY,1731433314
542,manokwari,-0.8667,134.0833,25.61,82,37,1.73,ID,1731433315
543,flin flon,54.7682,-101.865,2.91,81,40,6.17,CA,1731433316
544,robertsport,6.7533,-11.3686,27.6,77,52,4.35,LR,1731433317
545,heber springs,35.4915,-92.0313,17.14,51,44,3.18,US,1731433200
546,cannonvale,-20.2833,148.7,23.66,75,94,2.21,AU,1731433319
547,hatillo,18.4863,-66.8254,30.06,78,100,2.68,PR,1731433320
548,mugia,43.1041,-9.2179,13.84,72,53,11.37,ES,1731433321
549,las khorey,11.1595,48.1967,27.0,76,59,4.67,SO,1731433322
550,tonj,7.2737,28.6822,25.4,74,74,3.2,SS,1731433324
551,rabaul,-4.1967,152.1721,27.62,78,7,3.83,PG,1731433325
552,buka,40.8108,69.1986,11.09,50,100,3.15,UZ,1731433326
553,fauske,67.2588,15.3918,6.08,84,100,3.35,NO,1731433327
554,tughyl,47.7252,84.2063,-3.01,68,89,3.78,KZ,1731433328
555,soio,-6.1349,12.3689,26.28,89,46,5.8,AO,1731433329
556,boromo,11.75,-2.9333,29.72,20,71,2.44,BF,1731433330
557,kone,-21.0595,164.8658,21.07,91,50,1.87,NC,1731433129
558,mwene-ditu,-7.0,23.45,21.77,83,46,1.41,CD,1731433333
559,paghman,34.5875,68.9533,4.18,31,27,0.92,AF,1731433334
560,reggane,26.7158,0.1714,24.43,26,5,2.24,DZ,1731433335
561,zhalantun,48.0,122.7167,-4.11,49,90,2.34,CN,1731433336
562,larache,35.1932,-6.1557,19.45,70,0,4.54,MA,1731433337
563,greenville,35.6127,-77.3663,20.08,48,0,4.63,US,1731433044
564,pangody,65.85,74.4859,-22.03,100,89,4.45,RU,1731433339
565,wenatchee,47.4235,-120.3103,8.81,85,0,1.54,US,1731433340
566,karasburg,-28.0167,18.75,26.34,16,6,6.88,NA,1731433341
567,viedma,-40.8135,-62.9967,22.27,22,17,8.05,AR,1731433319
568,shenjiamen,29.9576,122.298,19.38,74,40,3.41,CN,1731433344
569,kingscliff,-28.2667,153.5667,18.89,100,87,2.06,AU,1731433345
